Order Date,Region,Category,Sub-Category,Customer Name,Sales,Profit,Discount,YearMonth,Profit Margin
2016-11-28,South,Office Supplies,Binders,Anthony Jacobs,7.434,-5.6994,0.7,2016-11,-0.7666666666666666
2016-06-02,East,Office Supplies,Storage,Karen Carlisle,64.784,-12.9568,0.2,2016-06,-0.19999999999999998
2017-12-17,Central,Office Supplies,Paper,Vicky Freymann,28.16,13.2352,0.0,2017-12,0.47000000000000003
2016-03-19,East,Furniture,Furnishings,Susan Vittorini,14.98,6.8908,0.0,2016-03,0.45999999999999996
2016-03-19,East,Furniture,Furnishings,Susan Vittorini,20.32,6.9088,0.0,2016-03,0.34
2017-08-20,East,Office Supplies,Storage,Eleni McCrary,40.29,10.4754,0.0,2017-08,0.26
2017-07-25,Central,Office Supplies,Labels,Raymond Buch,20.23,9.5081,0.0,2017-07,0.47000000000000003
2016-08-26,West,Furniture,Chairs,Don Jones,1603.136,100.196,0.2,2016-08,0.0625
2016-08-15,South,Furniture,Chairs,Christopher Conant,225.296,22.5296,0.2,2016-08,0.09999999999999999
2017-05-19,South,Technology,Accessories,Shahid Collister,67.8,4.068,0.0,2017-05,0.06
2017-05-19,South,Technology,Phones,Shahid Collister,377.97,98.2722,0.0,2017-05,0.25999999999999995
2017-05-19,South,Furniture,Bookcases,Shahid Collister,1628.82,374.6286,0.0,2017-05,0.23
2017-05-19,South,Office Supplies,Paper,Shahid Collister,286.93,140.5957,0.0,2017-05,0.49
2017-08-12,South,Office Supplies,Paper,Rick Hansen,20.736,7.2576,0.2,2017-08,0.35
2017-08-13,West,Office Supplies,Storage,Jay Kimmel,31.44,8.4888,0.0,2017-08,0.26999999999999996
2017-08-13,West,Office Supplies,Appliances,Jay Kimmel,83.79,22.6233,0.0,2017-08,0.26999999999999996
2017-08-13,West,Office Supplies,Art,Jay Kimmel,59.52,15.4752,0.0,2017-08,0.25999999999999995
2017-08-13,West,Office Supplies,Supplies,Jay Kimmel,31.92,9.2568,0.0,2017-08,0.29
2016-11-10,East,Office Supplies,Supplies,Art Foster,14.72,-3.312,0.2,2016-11,-0.22499999999999998
2016-11-10,East,Office Supplies,Storage,Art Foster,38.976,-2.436,0.2,2016-11,-0.0625
2017-06-12,South,Furniture,Furnishings,Lena Creighton,17.088,1.068,0.2,2017-06,0.0625
2014-03-22,West,Office Supplies,Paper,Beth Fritzler,74.352,23.235,0.2,2014-03,0.3125
2014-03-22,West,Furniture,Chairs,Beth Fritzler,314.352,-35.3646,0.2,2014-03,-0.11250000000000002
2017-06-15,West,Office Supplies,Art,Stuart Calhoun,4.26,1.7466,0.0,2017-06,0.41000000000000003
2017-11-16,West,Office Supplies,Storage,Scott Williamson,811.28,24.3384,0.0,2017-11,0.030000000000000002
2017-12-29,East,Office Supplies,Fasteners,Michael Chen,6.03,2.9547,0.0,2017-12,0.48999999999999994
2016-01-21,West,Furniture,Chairs,Tamara Dahlen,153.568,-5.7588,0.2,2016-01,-0.0375
2016-01-21,West,Furniture,Chairs,Tamara Dahlen,1013.488,76.0116,0.2,2016-01,0.075
2016-01-15,East,Office Supplies,Envelopes,Dean percer,52.34,24.5998,0.0,2016-01,0.4699999999999999
2016-01-15,East,Office Supplies,Art,Dean percer,4.66,1.3514,0.0,2016-01,0.29
2016-01-15,East,Technology,Accessories,Dean percer,254.97,91.7892,0.0,2016-01,0.36
2016-09-19,East,Office Supplies,Binders,Shirley Daniels,25.44,12.72,0.0,2016-09,0.5
2016-09-19,East,Office Supplies,Supplies,Shirley Daniels,27.93,8.0997,0.0,2016-09,0.29000000000000004
2014-02-21,Central,Office Supplies,Binders,Tamara Manning,8.85,-13.7175,0.8,2014-02,-1.55
2016-11-11,West,Furniture,Furnishings,Berenike Kampe,6.96,2.2272,0.0,2016-11,0.32
2016-01-30,West,Office Supplies,Binders,Jeremy Farry,17.456,5.8914,0.2,2016-01,0.3375
2016-10-18,West,Furniture,Chairs,Emily Phan,307.92,-34.641,0.2,2016-10,-0.11249999999999999
2017-12-18,West,Office Supplies,Art,Emily Phan,6.63,1.7901,0.0,2017-12,0.27
2017-12-18,West,Office Supplies,Paper,Emily Phan,12.96,6.2208,0.0,2017-12,0.4799999999999999
2017-12-18,West,Office Supplies,Paper,Emily Phan,32.4,15.552,0.0,2017-12,0.48
2017-11-02,West,Office Supplies,Paper,Ken Heidel,23.85,10.7325,0.0,2017-11,0.44999999999999996
2014-04-29,South,Furniture,Chairs,Harry Greene,51.96,12.99,0.0,2014-04,0.25
2014-04-29,South,Office Supplies,Binders,Harry Greene,17.94,8.6112,0.0,2014-04,0.48
2017-10-23,East,Office Supplies,Paper,Julie Creighton,11.56,5.6644,0.0,2017-10,0.48999999999999994
2017-10-23,East,Office Supplies,Paper,Julie Creighton,26.4,11.88,0.0,2017-10,0.45000000000000007
2017-10-23,East,Furniture,Furnishings,Julie Creighton,69.08,29.0136,0.0,2017-10,0.42000000000000004
2017-10-23,East,Technology,Phones,Julie Creighton,35.88,10.0464,0.0,2017-10,0.27999999999999997
2014-03-30,East,Office Supplies,Art,Kunst Miller,49.65,20.853,0.0,2014-03,0.42000000000000004
2016-01-04,South,Technology,Copiers,Erica Bern,959.968,119.996,0.2,2016-01,0.125
2015-04-26,Central,Furniture,Chairs,Pierre Wener,408.422,-5.8346,0.3,2015-04,-0.014285714285714285
2015-09-12,East,Technology,Copiers,Paul Gonzalez,479.984,59.998,0.2,2015-09,0.125
2015-09-12,East,Office Supplies,Labels,Paul Gonzalez,12.6,6.048,0.0,2015-09,0.48000000000000004
2017-09-11,South,Office Supplies,Paper,Daniel Byrd,184.66,84.9436,0.0,2017-09,0.46
2016-06-12,Central,Office Supplies,Paper,Craig Reiter,23.12,8.381,0.2,2016-06,0.3625
2016-06-27,Central,Office Supplies,Paper,Katharine Harms,37.464,12.1758,0.2,2016-06,0.325
2016-06-27,Central,Furniture,Chairs,Katharine Harms,539.658,-7.7094,0.3,2016-06,-0.014285714285714285
2014-09-26,West,Office Supplies,Storage,Christopher Schild,310.12,80.6312,0.0,2014-09,0.26
2017-11-03,Central,Office Supplies,Paper,Daniel Lacy,8.56,3.852,0.0,2017-11,0.44999999999999996
2017-11-03,Central,Office Supplies,Storage,Daniel Lacy,52.4,14.148,0.0,2017-11,0.27
2017-11-03,Central,Office Supplies,Labels,Daniel Lacy,14.94,6.8724,0.0,2017-11,0.46
2017-02-19,West,Office Supplies,Fasteners,Max Engle,11.22,0.2244,0.0,2017-02,0.019999999999999997
2015-11-05,South,Office Supplies,Appliances,Valerie Dominguez,387.136,24.196,0.2,2015-11,0.0625
2014-06-16,East,Office Supplies,Envelopes,Chloris Kastensmidt,41.4,19.458,0.0,2014-06,0.47
2014-06-16,East,Office Supplies,Art,Chloris Kastensmidt,35.0,10.5,0.0,2014-06,0.3
2014-06-16,East,Office Supplies,Binders,Chloris Kastensmidt,39.552,14.3376,0.2,2014-06,0.3625
2015-10-12,Central,Technology,Phones,Daniel Lacy,135.72,35.2872,0.0,2015-10,0.26
2015-10-12,Central,Office Supplies,Binders,Daniel Lacy,12.56,5.652,0.0,2015-10,0.45
2015-10-12,Central,Technology,Phones,Daniel Lacy,263.96,71.2692,0.0,2015-10,0.27
2017-08-27,Central,Office Supplies,Art,Sanjit Engle,5.952,0.372,0.2,2017-08,0.0625
2016-11-23,East,Office Supplies,Fasteners,Luke Schmidt,15.8,2.37,0.2,2016-11,0.15
2016-11-23,East,Furniture,Furnishings,Luke Schmidt,14.368,3.9512,0.2,2016-11,0.275
2016-11-23,East,Furniture,Furnishings,Luke Schmidt,70.448,12.3284,0.2,2016-11,0.17500000000000002
2017-01-30,West,Office Supplies,Storage,Michael Moore,129.3,6.465,0.0,2017-01,0.049999999999999996
2015-11-30,Central,Office Supplies,Binders,Deborah Brumfield,3.882,-5.823,0.8,2015-11,-1.5
2014-06-28,Central,Office Supplies,Fasteners,Rob Williams,6.08,3.04,0.0,2014-06,0.5
2014-09-02,East,Office Supplies,Appliances,Justin MacKendrick,19.9,8.955,0.0,2014-09,0.45
2014-09-02,East,Furniture,Furnishings,Justin MacKendrick,70.71,4.9497,0.0,2014-09,0.07
2017-07-10,South,Furniture,Furnishings,Becky Pak,18.84,7.9128,0.0,2017-07,0.42
2017-06-04,Central,Office Supplies,Art,Carol Triggs,8.64,2.5056,0.0,2017-06,0.29
2017-10-19,South,Office Supplies,Binders,Tracy Hopkins,1633.188,-1306.5504,0.7,2017-10,-0.8
2017-11-18,Central,Furniture,Furnishings,Maria Etezadi,19.76,8.2992,0.0,2017-11,0.42
2015-08-08,West,Office Supplies,Binders,Thomas Thornton,6.608,2.2302,0.2,2015-08,0.3375
2015-08-08,West,Office Supplies,Binders,Thomas Thornton,7.28,2.73,0.2,2015-08,0.375
2015-08-08,West,Furniture,Chairs,Thomas Thornton,144.784,10.8588,0.2,2015-08,0.07500000000000001
2016-12-06,West,Technology,Phones,Greg Tran,156.792,13.7193,0.2,2016-12,0.08750000000000001
2016-12-06,West,Technology,Phones,Greg Tran,431.976,26.9985,0.2,2016-12,0.0625
2016-12-06,West,Office Supplies,Envelopes,Greg Tran,35.89,16.1505,0.0,2016-12,0.45
2016-12-06,West,Office Supplies,Binders,Greg Tran,47.208,15.3426,0.2,2016-12,0.325
2016-12-06,West,Office Supplies,Paper,Greg Tran,248.08,116.5976,0.0,2016-12,0.47
2016-12-06,West,Office Supplies,Paper,Greg Tran,189.7,89.159,0.0,2016-12,0.4700000000000001
2016-12-06,West,Office Supplies,Binders,Greg Tran,59.808,19.4376,0.2,2016-12,0.325
2017-03-25,Central,Furniture,Chairs,Justin Deggeller,90.99,14.5584,0.0,2017-03,0.16
2017-03-25,Central,Furniture,Chairs,Justin Deggeller,1526.56,427.4368,0.0,2017-03,0.28
2017-03-25,Central,Furniture,Chairs,Justin Deggeller,368.97,40.5867,0.0,2017-03,0.10999999999999999
2017-11-19,West,Office Supplies,Storage,Mick Crebagga,305.01,76.2525,0.0,2017-11,0.25
2017-11-19,West,Furniture,Furnishings,Mick Crebagga,18.7,7.106,0.0,2017-11,0.38
2016-11-04,West,Furniture,Furnishings,Lisa Hazard,38.29,16.4647,0.0,2016-11,0.43000000000000005
2017-12-14,West,Furniture,Furnishings,Mike Pelletier,26.25,11.025,0.0,2017-12,0.42000000000000004
2017-12-14,West,Office Supplies,Binders,Mike Pelletier,64.96,22.736,0.2,2017-12,0.35000000000000003
2017-12-14,West,Office Supplies,Envelopes,Mike Pelletier,43.7,20.539,0.0,2017-12,0.47000000000000003
2017-11-12,West,Technology,Accessories,Eugene Moren,41.6,13.0,0.2,2017-11,0.3125
2017-11-12,West,Office Supplies,Paper,Eugene Moren,23.12,8.381,0.2,2017-11,0.3625
2017-11-12,West,Furniture,Chairs,Eugene Moren,113.888,9.9652,0.2,2017-11,0.0875
2017-11-12,West,Furniture,Furnishings,Eugene Moren,113.568,-5.6784,0.2,2017-11,-0.05
2017-11-12,West,Technology,Phones,Eugene Moren,7.92,0.693,0.2,2017-11,0.0875
2017-11-12,West,Technology,Phones,Eugene Moren,671.984,50.3988,0.2,2017-11,0.075
2016-08-18,East,Technology,Phones,Greg Guthrie,39.99,11.5971,0.0,2016-08,0.29
2017-06-27,East,Furniture,Chairs,Michelle Arnett,191.646,31.941,0.1,2017-06,0.16666666666666669
2017-05-04,East,Office Supplies,Binders,Shahid Hopkins,2.313,-1.9275,0.7,2017-05,-0.8333333333333333
2015-12-24,West,Office Supplies,Binders,Kean Takahito,19.936,7.2268,0.2,2015-12,0.3625
2015-12-24,West,Office Supplies,Fasteners,Kean Takahito,45.92,21.5824,0.0,2015-12,0.47
2017-04-26,West,Office Supplies,Paper,Philisse Overcash,20.34,9.3564,0.0,2017-04,0.46
2017-04-26,West,Office Supplies,Labels,Philisse Overcash,39.28,19.2472,0.0,2017-04,0.49
2017-12-16,West,Furniture,Chairs,Andy Yotov,81.568,9.1764,0.2,2017-12,0.11249999999999999
2017-12-16,West,Furniture,Chairs,Andy Yotov,97.184,6.074,0.2,2017-12,0.0625
2017-12-16,West,Office Supplies,Binders,Andy Yotov,24.32,8.208,0.2,2017-12,0.3375
2017-12-16,West,Furniture,Furnishings,Andy Yotov,18.96,7.584,0.0,2017-12,0.39999999999999997
2014-12-27,Central,Furniture,Furnishings,Corey-Lock,32.952,-19.7712,0.6,2014-12,-0.6000000000000001
2014-12-27,Central,Office Supplies,Storage,Corey-Lock,30.016,3.0016,0.2,2014-12,0.1
2017-11-06,South,Office Supplies,Appliances,Jill Fjeld,499.584,43.7136,0.2,2017-11,0.0875
2017-11-06,South,Office Supplies,Paper,Jill Fjeld,31.104,10.8864,0.2,2017-11,0.35000000000000003
2017-11-06,South,Office Supplies,Binders,Jill Fjeld,13.272,-10.6176,0.7,2017-11,-0.7999999999999999
2017-11-06,South,Furniture,Furnishings,Jill Fjeld,28.272,6.3612,0.2,2017-11,0.225
2017-11-06,South,Office Supplies,Storage,Jill Fjeld,259.136,-51.8272,0.2,2017-11,-0.19999999999999998
2017-12-16,Central,Office Supplies,Binders,Andrew Roberts,10.8,5.184,0.0,2017-12,0.48
2015-05-07,Central,Furniture,Tables,Anna Gayman,244.006,-31.3722,0.3,2015-05,-0.12857142857142856
2015-05-07,Central,Office Supplies,Paper,Anna Gayman,15.936,5.3784,0.2,2015-05,0.3375
2017-12-04,East,Furniture,Chairs,Darrin Van Huff,188.552,-2.6936,0.3,2017-12,-0.014285714285714287
2017-10-03,East,Office Supplies,Storage,Hunter Lopez,22.58,5.8708,0.0,2017-10,0.26
2014-01-13,South,Furniture,Chairs,Natalie DeCherney,545.94,87.3504,0.0,2014-01,0.15999999999999998
2015-06-12,East,Office Supplies,Paper,Giulietta Baptist,20.736,7.2576,0.2,2015-06,0.35
2015-06-12,East,Furniture,Furnishings,Giulietta Baptist,43.296,4.3296,0.2,2015-06,0.1
2014-07-12,West,Furniture,Chairs,Clay Ludtke,123.136,13.8528,0.2,2014-07,0.1125
2014-07-12,West,Office Supplies,Binders,Clay Ludtke,11.264,3.8016,0.2,2014-07,0.3375
2014-12-06,West,Office Supplies,Storage,Ryan Crowe,53.424,4.6746,0.2,2014-12,0.0875
2014-12-06,West,Furniture,Tables,Ryan Crowe,275.49,-170.8038,0.5,2014-12,-0.62
2016-05-25,South,Furniture,Furnishings,Julia Barnett,24.96,6.24,0.0,2016-05,0.25
2016-05-25,South,Office Supplies,Paper,Julia Barnett,19.36,9.2928,0.0,2016-05,0.48
2016-05-25,South,Office Supplies,Storage,Julia Barnett,1267.65,152.118,0.0,2016-05,0.11999999999999998
2016-02-21,West,Technology,Accessories,Matthew Clasen,12.99,0.7794,0.0,2016-02,0.06
2016-02-21,West,Office Supplies,Binders,Matthew Clasen,18.56,6.496,0.2,2016-02,0.35000000000000003
2016-02-21,West,Office Supplies,Storage,Matthew Clasen,449.15,8.983,0.0,2016-02,0.020000000000000004
2016-02-21,West,Office Supplies,Binders,Matthew Clasen,31.248,10.9368,0.2,2016-02,0.35
2016-10-02,East,Office Supplies,Appliances,Tim Taslimi,61.44,16.5888,0.0,2016-10,0.27
2017-03-11,Central,Office Supplies,Binders,Max Jones,895.92,421.0824,0.0,2017-03,0.47000000000000003
2016-09-09,West,Office Supplies,Binders,Annie Thurman,55.36,18.684,0.2,2016-09,0.3375
2014-07-14,West,Office Supplies,Storage,Philip Brown,55.92,6.291,0.2,2014-07,0.1125
2014-06-21,East,Office Supplies,Envelopes,Natalie Webber,24.896,8.4024,0.2,2014-06,0.33749999999999997
2014-06-21,East,Furniture,Furnishings,Natalie Webber,3.984,0.6474,0.2,2014-06,0.1625
2014-06-21,East,Technology,Accessories,Natalie Webber,95.968,28.7904,0.2,2014-06,0.3
2014-06-21,East,Technology,Machines,Natalie Webber,206.991,-172.4925,0.7,2014-06,-0.8333333333333333
2014-06-21,East,Office Supplies,Appliances,Natalie Webber,44.416,3.8864,0.2,2014-06,0.08750000000000001
2014-06-21,East,Office Supplies,Binders,Natalie Webber,9.006,-7.2048,0.7,2014-06,-0.7999999999999999
2015-07-05,Central,Office Supplies,Binders,Victor Preis,19.0,8.93,0.0,2015-07,0.47
2017-12-16,East,Office Supplies,Binders,Ross DeVincentis,33.376,10.43,0.2,2017-12,0.3125
2016-09-08,East,Office Supplies,Appliances,Michael Grace,207.48,62.244,0.0,2016-09,0.3
2014-05-17,Central,Office Supplies,Binders,Pete Armstrong,91.68,45.84,0.0,2014-05,0.5
2017-10-13,East,Office Supplies,Appliances,Craig Reiter,904.9,253.372,0.0,2017-10,0.28
2014-10-24,West,Office Supplies,Binders,Allen Armold,34.272,11.1384,0.2,2014-10,0.325
2016-12-05,South,Furniture,Furnishings,James Galang,191.82,74.8098,0.0,2016-12,0.39
2016-07-25,East,Office Supplies,Appliances,Rick Reed,243.88,27.4365,0.2,2016-07,0.1125
2017-04-17,West,Office Supplies,Binders,Sharelle Roach,12.03,-9.223,0.7,2017-04,-0.7666666666666667
2017-04-17,West,Technology,Machines,Sharelle Roach,2549.985,-3399.98,0.7,2017-04,-1.3333333333333333
2017-04-17,West,Office Supplies,Binders,Sharelle Roach,21.594,-15.8356,0.7,2017-04,-0.7333333333333333
2017-04-17,West,Office Supplies,Binders,Sharelle Roach,8.964,-6.5736,0.7,2017-04,-0.7333333333333333
2017-04-17,West,Office Supplies,Paper,Sharelle Roach,20.736,7.2576,0.2,2017-04,0.35
2015-09-17,East,Furniture,Tables,Lindsay Shagiari,344.22,-103.266,0.4,2015-09,-0.3
2016-08-23,Central,Office Supplies,Storage,Mick Hernandez,727.296,-172.7328,0.2,2016-08,-0.2375
2016-08-23,Central,Furniture,Furnishings,Mick Hernandez,22.608,-10.1736,0.6,2016-08,-0.45
2016-08-23,Central,Technology,Accessories,Mick Hernandez,666.4,-33.32,0.2,2016-08,-0.05
2015-11-08,West,Office Supplies,Fasteners,Sanjit Chand,5.04,0.2016,0.0,2015-11,0.04
2015-11-08,West,Office Supplies,Paper,Sanjit Chand,92.94,41.823,0.0,2015-11,0.45
2015-11-08,West,Furniture,Furnishings,Sanjit Chand,66.69,22.0077,0.0,2015-11,0.33
2015-11-08,West,Office Supplies,Binders,Sanjit Chand,91.68,28.65,0.2,2015-11,0.31249999999999994
2017-11-17,Central,Furniture,Bookcases,Joy Bell-,327.7328,-14.4588,0.32,2017-11,-0.04411764705882353
2015-11-08,East,Office Supplies,Binders,Amy Cox,52.272,17.6418,0.2,2015-11,0.3375
2015-11-08,East,Office Supplies,Paper,Amy Cox,17.94,8.073,0.0,2015-11,0.45
2017-04-22,East,Furniture,Furnishings,Meg O'Connel,254.352,0.0,0.2,2017-04,0.0
2014-08-24,West,Office Supplies,Binders,Robert Barroso,8.288,2.6936,0.2,2014-08,0.325
2017-12-17,South,Furniture,Chairs,Arianne Irving,504.9,80.784,0.0,2017-12,0.16000000000000003
2016-03-24,West,Technology,Phones,Dan Reichenbach,403.168,25.198,0.2,2016-03,0.0625
2015-09-21,Central,Furniture,Bookcases,Dario Medina,194.32,31.0912,0.0,2015-09,0.16
2015-09-21,Central,Office Supplies,Art,Dario Medina,25.99,7.5371,0.0,2015-09,0.29
2016-11-21,West,Furniture,Chairs,Justin Hirsh,195.136,-12.196,0.2,2016-11,-0.0625
2017-09-16,East,Office Supplies,Paper,Adam Bellavance,20.736,7.2576,0.2,2017-09,0.35
2015-06-11,South,Technology,Accessories,Brian Dahlen,53.7,10.203,0.0,2015-06,0.18999999999999997
2015-06-11,South,Office Supplies,Binders,Brian Dahlen,36.26,16.6796,0.0,2015-06,0.46
2015-06-11,South,Office Supplies,Art,Brian Dahlen,56.3,15.764,0.0,2015-06,0.28
2015-06-11,South,Office Supplies,Paper,Brian Dahlen,32.4,15.552,0.0,2015-06,0.48
2015-06-11,South,Furniture,Furnishings,Brian Dahlen,29.16,10.7892,0.0,2015-06,0.37
2017-10-03,West,Furniture,Tables,Aaron Smayling,171.288,-6.4233,0.2,2017-10,-0.0375
2016-05-05,South,Furniture,Furnishings,Zuschuss Donatelli,16.72,3.344,0.2,2016-05,0.2
2017-09-11,West,Office Supplies,Paper,Karen Ferguson,12.96,6.2208,0.0,2017-09,0.4799999999999999
2017-09-11,West,Office Supplies,Envelopes,Karen Ferguson,22.18,10.8682,0.0,2017-09,0.49
2017-09-11,West,Furniture,Chairs,Karen Ferguson,2054.272,256.784,0.2,2017-09,0.125
2015-04-30,East,Technology,Phones,Benjamin Patterson,1022.97,-255.7425,0.4,2015-04,-0.25
2017-11-06,Central,Office Supplies,Art,Chuck Clark,13.9,3.614,0.0,2017-11,0.26
2017-11-06,Central,Office Supplies,Paper,Chuck Clark,26.38,12.1348,0.0,2017-11,0.46
2014-09-30,West,Office Supplies,Binders,Doug Bickford,43.176,13.4925,0.2,2014-09,0.3125
2017-04-02,South,Furniture,Tables,Tony Chapman,411.8,70.006,0.0,2017-04,0.16999999999999998
2017-04-02,South,Technology,Accessories,Tony Chapman,360.0,129.6,0.0,2017-04,0.36
2017-10-06,West,Furniture,Furnishings,Nick Zandusky,41.96,2.9372,0.0,2017-10,0.06999999999999999
2017-10-06,West,Office Supplies,Appliances,Nick Zandusky,227.84,66.0736,0.0,2017-10,0.29
2017-10-06,West,Office Supplies,Paper,Nick Zandusky,37.94,18.2112,0.0,2017-10,0.4800000000000001
2016-04-09,Central,Technology,Phones,Sean Wendt,517.9,134.654,0.0,2016-04,0.26
2016-04-09,Central,Office Supplies,Binders,Sean Wendt,5.28,2.4288,0.0,2016-04,0.45999999999999996
2015-08-28,Central,Technology,Copiers,Todd Sumrall,2799.96,874.9875,0.2,2015-08,0.3125
2017-10-19,West,Office Supplies,Envelopes,Hilary Holden,8.96,4.3008,0.0,2017-10,0.4799999999999999
2017-10-19,West,Office Supplies,Labels,Hilary Holden,31.5,15.12,0.0,2017-10,0.48
2017-10-19,West,Furniture,Furnishings,Hilary Holden,30.56,10.3904,0.0,2017-10,0.34
2017-10-19,West,Furniture,Tables,Hilary Holden,24.368,-3.3506,0.2,2017-10,-0.1375
2016-11-07,East,Technology,Accessories,Denise Monton,119.976,22.4955,0.2,2016-11,0.1875
2017-03-03,Central,Office Supplies,Paper,Richard Eichhorn,26.88,9.744,0.2,2017-03,0.3625
2015-11-27,East,Technology,Phones,Justin Deggeller,83.97,23.5116,0.0,2015-11,0.28
2015-11-27,East,Technology,Accessories,Justin Deggeller,104.97,7.3479,0.0,2015-11,0.07
2017-03-13,West,Office Supplies,Storage,Benjamin Farhat,90.8,25.424,0.0,2017-03,0.28
2017-03-13,West,Technology,Phones,Benjamin Farhat,140.736,49.2576,0.2,2017-03,0.35
2017-03-13,West,Technology,Accessories,Benjamin Farhat,214.95,88.1295,0.0,2017-03,0.41
2017-03-13,West,Office Supplies,Paper,Benjamin Farhat,45.36,21.7728,0.0,2017-03,0.48
2017-03-13,West,Office Supplies,Paper,Benjamin Farhat,288.24,138.3552,0.0,2017-03,0.48
2017-11-30,East,Office Supplies,Appliances,Max Ludwig,663.936,82.992,0.2,2017-11,0.125
2014-11-17,East,Office Supplies,Storage,Yoseph Carroll,2934.33,792.2691,0.0,2014-11,0.27
2014-11-17,East,Furniture,Furnishings,Yoseph Carroll,124.41,14.9292,0.0,2014-11,0.12
2014-11-17,East,Office Supplies,Art,Yoseph Carroll,57.75,26.565,0.0,2014-11,0.46
2016-01-03,West,Office Supplies,Storage,Lena Radford,114.46,28.615,0.0,2016-01,0.25
2015-10-03,West,Furniture,Bookcases,Bruce Stewart,120.666,18.4548,0.15,2015-10,0.15294117647058822
2014-07-20,Central,Office Supplies,Storage,Katherine Murray,342.864,38.5722,0.2,2014-07,0.11250000000000002
2014-07-20,Central,Furniture,Furnishings,Katherine Murray,16.74,-14.229,0.6,2014-07,-0.85
2014-07-20,Central,Furniture,Chairs,Katherine Murray,981.372,-140.196,0.3,2014-07,-0.14285714285714285
2014-05-21,West,Office Supplies,Art,Bradley Talbott,31.84,10.5072,0.0,2014-05,0.32999999999999996
2017-09-04,West,Office Supplies,Paper,Katrina Bavinger,12.96,6.2208,0.0,2017-09,0.4799999999999999
2017-09-04,West,Technology,Phones,Katrina Bavinger,43.176,15.1116,0.2,2017-09,0.35
2017-05-27,South,Office Supplies,Binders,Dianna Wilson,58.34,28.0032,0.0,2017-05,0.48
2017-05-27,South,Technology,Phones,Dianna Wilson,539.97,134.9925,0.0,2017-05,0.25
2014-01-28,East,Office Supplies,Binders,Jasper Cacioppo,3.928,1.3257,0.2,2014-01,0.3375
2017-02-09,Central,Office Supplies,Binders,Tom Prescott,252.784,-417.0936,0.8,2017-02,-1.65
2017-02-09,Central,Technology,Accessories,Tom Prescott,127.984,15.998,0.2,2017-02,0.125
2017-02-09,Central,Furniture,Furnishings,Tom Prescott,3.984,-2.6892,0.6,2017-02,-0.675
2017-02-09,Central,Office Supplies,Appliances,Tom Prescott,12.992,-32.48,0.8,2017-02,-2.4999999999999996
2017-03-31,South,Furniture,Furnishings,Daniel Byrd,61.0,25.62,0.0,2017-03,0.42000000000000004
2017-03-31,South,Technology,Phones,Daniel Byrd,671.93,188.1404,0.0,2017-03,0.28
2016-03-03,East,Office Supplies,Binders,Brosina Hoffman,447.86,219.4514,0.0,2016-03,0.49
2016-03-03,East,Technology,Phones,Brosina Hoffman,479.95,129.5865,0.0,2016-03,0.27
2016-03-03,East,Office Supplies,Paper,Brosina Hoffman,166.44,79.8912,0.0,2016-03,0.48
2015-08-23,Central,Office Supplies,Supplies,Tamara Dahlen,31.68,2.772,0.2,2015-08,0.0875
2015-08-23,Central,Office Supplies,Paper,Tamara Dahlen,10.368,3.6288,0.2,2015-08,0.35
2015-08-23,Central,Office Supplies,Fasteners,Tamara Dahlen,12.032,2.256,0.2,2015-08,0.18749999999999997
2015-08-23,Central,Office Supplies,Appliances,Tamara Dahlen,5.768,-13.5548,0.8,2015-08,-2.35
2017-04-27,Central,Office Supplies,Labels,Cynthia Voltz,33.12,11.592,0.2,2017-04,0.35000000000000003
2017-04-27,Central,Furniture,Bookcases,Cynthia Voltz,220.2656,-42.1096,0.32,2017-04,-0.19117647058823528
2017-04-14,East,Office Supplies,Binders,Christine Sundaresam,10.776,3.5022,0.2,2017-04,0.325
2017-04-14,East,Furniture,Bookcases,Christine Sundaresam,242.352,9.0882,0.2,2017-04,0.0375
2017-12-22,East,Office Supplies,Supplies,Jason Gross,695.16,34.758,0.0,2017-12,0.05
2017-12-22,East,Furniture,Bookcases,Jason Gross,220.98,50.8254,0.0,2017-12,0.23
2016-12-08,East,Office Supplies,Binders,Julie Prescott,12.957,-9.5018,0.7,2016-12,-0.7333333333333333
2017-03-23,East,Office Supplies,Paper,Erin Creighton,25.68,11.556,0.0,2017-03,0.44999999999999996
2016-07-25,Central,Office Supplies,Labels,Ken Heidel,15.712,5.6956,0.2,2016-07,0.3625
2017-07-10,Central,Office Supplies,Storage,Frank Gastineau,298.464,26.1156,0.2,2017-07,0.08750000000000001
2016-07-17,Central,Office Supplies,Paper,Andrew Allen,21.93,10.0878,0.0,2016-07,0.45999999999999996
2016-07-17,Central,Office Supplies,Storage,Andrew Allen,242.94,4.8588,0.0,2016-07,0.019999999999999997
2016-07-17,Central,Office Supplies,Paper,Andrew Allen,7.64,3.7436,0.0,2016-07,0.49
2016-07-17,Central,Office Supplies,Paper,Andrew Allen,51.84,25.4016,0.0,2016-07,0.48999999999999994
2016-07-17,Central,Office Supplies,Storage,Andrew Allen,265.17,47.7306,0.0,2016-07,0.18
2016-08-23,West,Technology,Machines,Maxwell Schwartz,837.6,62.82,0.2,2016-08,0.075
2016-08-23,West,Office Supplies,Envelopes,Maxwell Schwartz,135.9,63.873,0.0,2016-08,0.47
2016-08-23,West,Office Supplies,Paper,Maxwell Schwartz,34.68,16.9932,0.0,2016-08,0.49000000000000005
